Scenario ID;User;Assistant - Extended;Assistant - Short;Assistant - Details;Assistant - Risk ID;Assistant - Risk description;Assistant - Vulnerability ID;Assistant - Vulnerability description;Assistant - Risk occurrence type
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M14;Accidental error;V14;Inadequate supervision;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M15;Physical theft of media;V32;Inadequate access control to the CED area;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M17;Entering false information;V14;Inadequate supervision;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M20;Service interruption;V14;Inadequate supervision;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M21;Masking;V14;Inadequate supervision;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M25;Sabotage;V32;Inadequate access control to the CED area;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M25;Sabotage;V33;Lack of access control to the CED area;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M25;Sabotage;V14;Inadequate supervision;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M26;Unnoticed data theft;V14;Inadequate supervision;Real
S34;There is no register for access to restricted areas;The described scenario presents at least one security threat.;Yes;It is not possible to verify who has accessed the restricted areas;M28;Network worm;V14;Inadequate supervision;Real
S35;There is a register for access to restricted areas;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not clear whether the methods of recording access to restricted areas are adequate;M5;Trojan Horse Attack;V14;Inadequate supervision;Potential
